order_id,order_date,region,channel,category,quantity,unit_price,revenue,refunded
ORD-100068,2026-05-06,EMEA,organic,accessories,1,31.04,31.04,false
ORD-100069,2026-05-06,NA,organic,footwear,1,117.15,117.15,false
ORD-100070,2026-05-06,EMEA,organic,accessories,1,22.5,22.5,false
ORD-100071,2026-05-06,APAC,organic,outerwear,1,185.0,185.0,false
ORD-100072,2026-05-06,EMEA,affiliate,footwear,1,80.61,80.61,false
ORD-100073,2026-05-06,NA,organic,outerwear,2,179.24,358.48,false
ORD-100074,2026-05-07,APAC,email,outerwear,1,169.95,169.95,false
ORD-100075,2026-05-07,NA,paid_search,bags,2,83.2,166.4,false
ORD-100076,2026-05-07,NA,paid_search,footwear,2,96.31,192.62,false
ORD-100077,2026-05-07,LATAM,organic,outerwear,1,114.88,114.88,false
ORD-100078,2026-05-07,NA,paid_search,bags,1,75.43,75.43,false
ORD-100079,2026-05-07,APAC,organic,footwear,1,67.95,67.95,false
ORD-100080,2026-05-07,APAC,organic,footwear,2,90.23,180.46,false
ORD-100081,2026-05-07,APAC,organic,outerwear,1,172.94,172.94,false
ORD-100082,2026-05-07,EMEA,organic,accessories,2,29.77,59.54,false
ORD-100083,2026-05-07,EMEA,paid_search,accessories,2,31.04,62.08,false
ORD-100084,2026-05-07,NA,organic,bags,1,77.29,77.29,false
ORD-100085,2026-05-07,APAC,organic,accessories,1,27.25,27.25,false
ORD-100086,2026-05-07,APAC,affiliate,footwear,3,65.05,195.15,false
ORD-100087,2026-05-07,LATAM,organic,bags,4,65.27,261.08,false
ORD-100088,2026-05-07,EMEA,email,footwear,1,93.0,93.0,false
ORD-100089,2026-05-07,APAC,paid_search,accessories,3,31.21,93.63,false
ORD-100090,2026-05-07,NA,email,footwear,1,116.5,116.5,false
ORD-100091,2026-05-08,EMEA,organic,accessories,1,21.46,21.46,false
ORD-100092,2026-05-08,APAC,organic,bags,1,88.02,88.02,false
ORD-100093,2026-05-08,EMEA,affiliate,accessories,1,25.97,25.97,false
ORD-100094,2026-05-08,NA,paid_search,accessories,2,24.14,48.28,false
ORD-100095,2026-05-08,EMEA,organic,outerwear,1,136.25,136.25,false
ORD-100096,2026-05-08,LATAM,affiliate,bags,3,83.19,249.57,false
ORD-100097,2026-05-08,NA,email,outerwear,2,115.6,231.2,false
ORD-100098,2026-05-08,EMEA,paid_search,accessories,1,34.71,34.71,false
ORD-100099,2026-05-08,EMEA,paid_search,accessories,1,31.81,31.81,false
ORD-100100,2026-05-08,NA,organic,accessories,1,30.64,30.64,false
ORD-100101,2026-05-08,APAC,paid_search,bags,1,68.06,68.06,false
ORD-100102,2026-05-08,EMEA,organic,outerwear,1,127.56,127.56,false
ORD-100103,2026-05-08,NA,paid_search,outerwear,3,182.46,547.38,false
ORD-100104,2026-05-08,NA,organic,bags,1,80.67,80.67,false
ORD-100105,2026-05-08,NA,paid_search,outerwear,1,196.51,196.51,false
ORD-100106,2026-05-08,EMEA,paid_search,accessories,2,34.05,68.1,true
ORD-100107,2026-05-09,APAC,email,bags,1,65.47,65.47,false
ORD-100108,2026-05-09,NA,paid_search,bags,1,53.56,53.56,false
ORD-100109,2026-05-09,EMEA,paid_search,bags,1,81.71,81.71,true
ORD-100110,2026-05-09,EMEA,paid_search,footwear,2,80.84,161.68,false
ORD-100111,2026-05-09,EMEA,organic,footwear,1,80.65,80.65,false
ORD-100112,2026-05-09,LATAM,paid_search,footwear,1,80.72,80.72,false
ORD-100113,2026-05-09,LATAM,paid_search,outerwear,1,133.3,133.3,false
ORD-100114,2026-05-09,NA,organic,accessories,1,22.69,22.69,false
ORD-100115,2026-05-09,EMEA,organic,outerwear,2,199.21,398.42,false
ORD-100116,2026-05-09,EMEA,email,bags,1,65.67,65.67,true
ORD-100117,2026-05-09,APAC,organic,footwear,1,117.6,117.6,false
ORD-100118,2026-05-10,NA,organic,accessories,2,24.38,48.76,false
ORD-100119,2026-05-10,NA,affiliate,outerwear,1,197.8,197.8,false
ORD-100120,2026-05-10,EMEA,organic,footwear,1,117.83,117.83,false
ORD-100121,2026-05-10,EMEA,organic,bags,1,78.98,78.98,false
ORD-100122,2026-05-10,APAC,organic,outerwear,1,128.59,128.59,false
ORD-100123,2026-05-10,EMEA,organic,bags,2,90.49,180.98,false
ORD-100124,2026-05-10,LATAM,organic,footwear,1,116.81,116.81,false
ORD-100125,2026-05-11,NA,organic,accessories,2,26.68,53.36,false
ORD-100126,2026-05-11,EMEA,paid_search,bags,1,64.32,64.32,false
ORD-100127,2026-05-11,LATAM,organic,bags,1,50.43,50.43,false
ORD-100128,2026-05-11,LATAM,paid_search,footwear,3,82.79,248.37,false
ORD-100129,2026-05-11,EMEA,email,accessories,2,30.98,61.96,false
ORD-100130,2026-05-11,LATAM,affiliate,footwear,1,76.98,76.98,false
ORD-100131,2026-05-11,EMEA,paid_search,bags,2,87.48,174.96,false
ORD-100132,2026-05-11,APAC,paid_search,footwear,2,104.83,209.66,false
ORD-100133,2026-05-11,NA,paid_search,accessories,3,27.15,81.45,false
ORD-100134,2026-05-11,EMEA,paid_search,bags,2,59.39,118.78,false
ORD-100135,2026-05-11,EMEA,paid_search,accessories,1,26.58,26.58,false
ORD-100136,2026-05-11,NA,organic,outerwear,1,158.47,158.47,false
ORD-100137,2026-05-11,NA,email,bags,1,86.54,86.54,false
ORD-100138,2026-05-11,EMEA,organic,footwear,2,80.3,160.6,false
ORD-100139,2026-05-11,EMEA,email,accessories,1,23.58,23.58,false
ORD-100140,2026-05-12,NA,organic,outerwear,1,148.7,148.7,false
ORD-100141,2026-05-12,NA,email,footwear,2,118.76,237.52,false
ORD-100142,2026-05-12,EMEA,organic,bags,3,50.66,151.98,false
ORD-100143,2026-05-12,NA,organic,outerwear,3,146.42,439.26,false
ORD-100144,2026-05-12,EMEA,organic,footwear,1,96.98,96.98,false
ORD-100145,2026-05-12,APAC,affiliate,outerwear,1,206.35,206.35,true
ORD-100146,2026-05-12,NA,organic,footwear,2,86.65,173.3,false
ORD-100147,2026-05-12,EMEA,organic,footwear,2,94.32,188.64,false
ORD-100148,2026-05-12,NA,organic,outerwear,2,119.58,239.16,false
ORD-100149,2026-05-12,APAC,email,accessories,2,26.43,52.86,false
ORD-100150,2026-05-12,NA,organic,bags,1,85.4,85.4,false
ORD-100151,2026-05-12,NA,email,bags,1,49.21,49.21,false
ORD-100152,2026-05-12,EMEA,organic,bags,1,64.34,64.34,false
ORD-100153,2026-05-12,NA,organic,outerwear,2,197.75,395.5,false
ORD-100154,2026-05-12,LATAM,organic,outerwear,1,137.93,137.93,false
ORD-100155,2026-05-12,EMEA,email,bags,2,82.36,164.72,false
ORD-100156,2026-05-12,LATAM,organic,footwear,4,90.72,362.88,false
ORD-100157,2026-05-12,NA,organic,outerwear,2,192.67,385.34,false
ORD-100158,2026-05-12,NA,organic,bags,1,58.16,58.16,false
ORD-100159,2026-05-13,EMEA,paid_search,outerwear,1,180.09,180.09,false
ORD-100160,2026-05-13,NA,email,footwear,2,81.97,163.94,false
ORD-100161,2026-05-13,NA,organic,accessories,2,24.6,49.2,false
ORD-100162,2026-05-13,NA,paid_search,bags,1,49.11,49.11,false
ORD-100163,2026-05-13,EMEA,organic,bags,2,83.13,166.26,false
ORD-100164,2026-05-13,EMEA,paid_search,accessories,1,26.84,26.84,false
ORD-100165,2026-05-13,EMEA,email,footwear,3,81.39,244.17,false
ORD-100166,2026-05-13,EMEA,paid_search,bags,2,82.02,164.04,true
ORD-100167,2026-05-13,LATAM,affiliate,footwear,1,118.25,118.25,false
ORD-100168,2026-05-13,APAC,paid_search,outerwear,2,179.73,359.46,false
ORD-100169,2026-05-13,APAC,organic,accessories,1,34.45,34.45,false
ORD-100170,2026-05-14,EMEA,organic,bags,1,60.04,60.04,false
ORD-100171,2026-05-14,EMEA,organic,outerwear,1,171.66,171.66,false
ORD-100172,2026-05-14,NA,email,accessories,1,28.32,28.32,false
ORD-100173,2026-05-14,APAC,organic,footwear,1,93.64,93.64,false
ORD-100174,2026-05-14,APAC,paid_search,bags,4,73.3,293.2,false
ORD-100175,2026-05-14,NA,organic,outerwear,1,202.35,202.35,false
ORD-100176,2026-05-14,EMEA,paid_search,accessories,2,31.95,63.9,false
ORD-100177,2026-05-14,EMEA,paid_search,bags,1,86.72,86.72,false
ORD-100178,2026-05-14,NA,paid_search,footwear,1,95.37,95.37,false
ORD-100179,2026-05-14,NA,paid_search,bags,1,73.8,73.8,false
ORD-100180,2026-05-14,NA,organic,outerwear,1,187.41,187.41,false
ORD-100181,2026-05-14,EMEA,organic,outerwear,3,185.56,556.68,false
ORD-100182,2026-05-14,NA,paid_search,accessories,1,29.12,29.12,false
ORD-100183,2026-05-14,NA,organic,outerwear,3,115.08,345.24,false
ORD-100184,2026-05-14,NA,organic,footwear,3,69.87,209.61,false
ORD-100185,2026-05-14,NA,email,bags,1,74.6,74.6,false
ORD-100186,2026-05-14,LATAM,email,outerwear,1,116.97,116.97,false
ORD-100187,2026-05-14,APAC,paid_search,bags,2,49.23,98.46,false
ORD-100188,2026-05-15,EMEA,organic,outerwear,1,120.93,120.93,false
ORD-100189,2026-05-15,NA,email,accessories,2,23.89,47.78,false
ORD-100190,2026-05-15,EMEA,paid_search,accessories,1,34.98,34.98,false
ORD-100191,2026-05-15,LATAM,email,outerwear,1,133.42,133.42,false
ORD-100192,2026-05-15,NA,email,accessories,1,25.95,25.95,false
ORD-100193,2026-05-15,EMEA,affiliate,bags,1,71.33,71.33,true
ORD-100194,2026-05-15,NA,organic,outerwear,1,140.26,140.26,false
ORD-100195,2026-05-15,LATAM,organic,outerwear,1,113.45,113.45,false
ORD-100196,2026-05-15,NA,organic,outerwear,2,113.83,227.66,false
ORD-100197,2026-05-15,NA,email,footwear,2,67.71,135.42,false
ORD-100198,2026-05-15,NA,organic,footwear,3,105.78,317.34,false
ORD-100199,2026-05-15,APAC,paid_search,outerwear,1,114.17,114.17,false
ORD-100200,2026-05-15,NA,organic,accessories,1,21.66,21.66,false
ORD-100201,2026-05-15,EMEA,email,accessories,1,19.79,19.79,false
ORD-100202,2026-05-15,NA,organic,accessories,3,32.32,96.96,false
ORD-100203,2026-05-15,EMEA,paid_search,footwear,2,65.8,131.6,false
ORD-100204,2026-05-15,EMEA,email,footwear,1,76.03,76.03,false
ORD-100205,2026-05-16,LATAM,organic,bags,1,57.48,57.48,false
ORD-100206,2026-05-16,LATAM,paid_search,bags,1,78.27,78.27,false
ORD-100207,2026-05-16,LATAM,organic,accessories,1,22.1,22.1,false
ORD-100208,2026-05-16,APAC,paid_search,outerwear,1,171.66,171.66,false
ORD-100209,2026-05-16,NA,email,footwear,2,83.7,167.4,false
ORD-100210,2026-05-16,EMEA,paid_search,footwear,1,99.72,99.72,false
ORD-100211,2026-05-17,NA,paid_search,outerwear,1,195.28,195.28,false
ORD-100212,2026-05-17,APAC,paid_search,footwear,1,82.11,82.11,false
ORD-100213,2026-05-17,NA,organic,accessories,1,26.79,26.79,false
ORD-100214,2026-05-17,EMEA,email,bags,2,78.33,156.66,false
ORD-100215,2026-05-17,NA,organic,outerwear,2,203.95,407.9,false
ORD-100216,2026-05-17,NA,organic,outerwear,1,128.95,128.95,false
ORD-100217,2026-05-17,EMEA,organic,footwear,1,72.41,72.41,false
ORD-100218,2026-05-17,EMEA,organic,accessories,1,30.12,30.12,false
ORD-100219,2026-05-17,EMEA,affiliate,footwear,1,111.22,111.22,false
ORD-100220,2026-05-17,NA,email,accessories,1,21.81,21.81,false
ORD-100221,2026-05-17,APAC,paid_search,bags,2,73.73,147.46,false
ORD-100222,2026-05-17,EMEA,paid_search,outerwear,2,172.13,344.26,false
ORD-100223,2026-05-18,EMEA,email,bags,1,65.83,65.83,false
ORD-100224,2026-05-18,NA,affiliate,bags,1,75.17,75.17,false
ORD-100225,2026-05-18,APAC,affiliate,outerwear,3,142.2,426.6,true
ORD-100226,2026-05-18,APAC,affiliate,footwear,1,94.06,94.06,false
ORD-100227,2026-05-18,NA,paid_search,accessories,1,29.06,29.06,false
ORD-100228,2026-05-18,EMEA,paid_search,accessories,1,26.31,26.31,false
ORD-100229,2026-05-18,NA,paid_search,bags,1,88.28,88.28,false
ORD-100230,2026-05-18,NA,paid_search,accessories,1,26.13,26.13,true
ORD-100231,2026-05-18,NA,affiliate,accessories,1,21.27,21.27,false
ORD-100232,2026-05-18,EMEA,affiliate,outerwear,4,202.62,810.48,false
ORD-100233,2026-05-18,NA,organic,footwear,2,99.08,198.16,false
ORD-100234,2026-05-19,NA,affiliate,accessories,2,33.35,66.7,false
ORD-100235,2026-05-19,EMEA,paid_search,outerwear,2,155.7,311.4,false
ORD-100236,2026-05-19,APAC,email,accessories,4,30.8,123.2,false
ORD-100237,2026-05-19,NA,paid_search,accessories,1,24.49,24.49,false
ORD-100238,2026-05-19,EMEA,paid_search,accessories,1,24.52,24.52,false
ORD-100239,2026-05-19,NA,organic,accessories,2,21.79,43.58,false
ORD-100240,2026-05-19,NA,paid_search,footwear,1,68.05,68.05,false
ORD-100241,2026-05-19,EMEA,organic,outerwear,1,154.03,154.03,false
ORD-100242,2026-05-19,EMEA,affiliate,outerwear,1,176.57,176.57,false
ORD-100243,2026-05-19,APAC,paid_search,accessories,1,31.04,31.04,false
ORD-100244,2026-05-19,EMEA,paid_search,footwear,1,78.67,78.67,false
ORD-100245,2026-05-19,EMEA,organic,footwear,1,114.04,114.04,false
ORD-100246,2026-05-20,NA,organic,footwear,1,81.78,81.78,false
ORD-100247,2026-05-20,EMEA,paid_search,bags,1,66.62,66.62,false
ORD-100248,2026-05-20,LATAM,email,footwear,1,66.61,66.61,false
ORD-100249,2026-05-20,EMEA,email,footwear,1,90.82,90.82,false
ORD-100250,2026-05-20,NA,paid_search,outerwear,1,193.15,193.15,false
ORD-100251,2026-05-20,EMEA,organic,outerwear,1,143.53,143.53,false
ORD-100252,2026-05-20,EMEA,paid_search,accessories,2,26.2,52.4,false
ORD-100253,2026-05-20,EMEA,organic,outerwear,2,186.5,373.0,false
ORD-100254,2026-05-20,APAC,paid_search,footwear,2,66.29,132.58,false
ORD-100255,2026-05-20,APAC,paid_search,footwear,1,70.07,70.07,false
ORD-100256,2026-05-20,NA,paid_search,footwear,2,114.28,228.56,false
ORD-100257,2026-05-20,APAC,organic,footwear,1,100.89,100.89,false
ORD-100258,2026-05-20,LATAM,organic,outerwear,3,151.13,453.39,false
ORD-100259,2026-05-20,EMEA,paid_search,outerwear,2,164.55,329.1,false
ORD-100260,2026-05-20,LATAM,paid_search,accessories,1,28.92,28.92,false
ORD-100261,2026-05-20,NA,organic,footwear,2,106.78,213.56,false
ORD-100262,2026-05-20,LATAM,affiliate,footwear,1,85.44,85.44,false
ORD-100263,2026-05-20,NA,email,bags,2,72.1,144.2,false
ORD-100264,2026-05-20,LATAM,email,footwear,1,64.59,64.59,false
ORD-100265,2026-05-21,EMEA,email,footwear,1,65.06,65.06,false
ORD-100266,2026-05-21,NA,organic,outerwear,3,145.81,437.43,false
ORD-100267,2026-05-21,NA,email,footwear,1,94.84,94.84,false
ORD-100268,2026-05-21,NA,email,footwear,2,64.71,129.42,true
ORD-100269,2026-05-21,LATAM,email,footwear,1,81.32,81.32,false
ORD-100270,2026-05-21,NA,organic,footwear,1,116.43,116.43,false
ORD-100271,2026-05-21,NA,organic,footwear,1,99.66,99.66,false
ORD-100272,2026-05-21,EMEA,organic,bags,3,82.04,246.12,false
ORD-100273,2026-05-21,EMEA,email,accessories,3,31.59,94.77,true
ORD-100274,2026-05-21,NA,email,bags,4,59.34,237.36,false
ORD-100275,2026-05-21,EMEA,paid_search,outerwear,2,137.93,275.86,true
ORD-100276,2026-05-21,LATAM,organic,footwear,1,71.84,71.84,false
ORD-100277,2026-05-21,APAC,organic,bags,1,52.55,52.55,false
ORD-100278,2026-05-22,EMEA,organic,accessories,1,30.78,30.78,false
ORD-100279,2026-05-22,APAC,email,footwear,2,89.45,178.9,false
ORD-100280,2026-05-22,APAC,organic,outerwear,1,160.63,160.63,false
ORD-100281,2026-05-22,NA,organic,outerwear,1,129.24,129.24,false
ORD-100282,2026-05-22,EMEA,affiliate,accessories,1,28.1,28.1,false
ORD-100283,2026-05-22,EMEA,organic,accessories,3,25.66,76.98,false
ORD-100284,2026-05-22,EMEA,affiliate,footwear,1,92.74,92.74,true
ORD-100285,2026-05-22,EMEA,organic,bags,1,57.96,57.96,false
ORD-100286,2026-05-22,EMEA,organic,bags,2,83.48,166.96,false
ORD-100287,2026-05-22,EMEA,organic,outerwear,4,146.99,587.96,true
ORD-100288,2026-05-22,APAC,paid_search,bags,1,84.61,84.61,false
ORD-100289,2026-05-22,EMEA,organic,footwear,2,69.04,138.08,false
ORD-100290,2026-05-22,EMEA,email,bags,1,84.78,84.78,false
ORD-100291,2026-05-23,NA,organic,footwear,3,116.01,348.03,false
ORD-100292,2026-05-23,APAC,paid_search,footwear,1,92.41,92.41,false
ORD-100293,2026-05-23,NA,organic,footwear,1,105.74,105.74,false
ORD-100294,2026-05-23,EMEA,organic,bags,2,53.4,106.8,false
ORD-100295,2026-05-23,LATAM,email,bags,1,67.57,67.57,false
ORD-100296,2026-05-23,LATAM,organic,bags,2,57.19,114.38,true
ORD-100297,2026-05-24,EMEA,affiliate,accessories,3,21.78,65.34,false
ORD-100298,2026-05-24,APAC,paid_search,footwear,2,89.04,178.08,false
ORD-100299,2026-05-24,NA,paid_search,accessories,1,23.15,23.15,false
ORD-100300,2026-05-24,EMEA,organic,outerwear,1,125.14,125.14,false
ORD-100301,2026-05-24,EMEA,affiliate,accessories,1,22.25,22.25,false
ORD-100302,2026-05-24,APAC,affiliate,footwear,1,92.41,92.41,false
ORD-100303,2026-05-24,LATAM,paid_search,bags,2,53.99,107.98,false
ORD-100304,2026-05-24,EMEA,email,accessories,4,34.93,139.72,false
ORD-100305,2026-05-24,NA,paid_search,footwear,2,118.08,236.16,false
ORD-100306,2026-05-24,LATAM,organic,accessories,1,26.86,26.86,false
ORD-100307,2026-05-24,NA,organic,accessories,1,34.71,34.71,false
ORD-100308,2026-05-24,NA,email,outerwear,1,132.88,132.88,false
ORD-100309,2026-05-24,NA,paid_search,bags,2,56.35,112.7,false
ORD-100310,2026-05-25,NA,email,accessories,1,20.54,20.54,false
ORD-100311,2026-05-25,NA,affiliate,footwear,1,83.26,83.26,false
ORD-100312,2026-05-25,APAC,organic,footwear,1,114.31,114.31,false
ORD-100313,2026-05-25,NA,paid_search,outerwear,1,205.0,205.0,true
ORD-100314,2026-05-25,EMEA,organic,footwear,1,115.51,115.51,false
ORD-100315,2026-05-25,NA,organic,outerwear,2,193.52,387.04,false
ORD-100316,2026-05-25,NA,organic,footwear,1,70.02,70.02,false
ORD-100317,2026-05-25,EMEA,organic,outerwear,1,203.25,203.25,false
ORD-100318,2026-05-25,LATAM,email,accessories,1,35.43,35.43,true
ORD-100319,2026-05-25,NA,paid_search,accessories,1,29.47,29.47,false
ORD-100320,2026-05-25,EMEA,paid_search,footwear,1,69.26,69.26,false
ORD-100321,2026-05-25,NA,organic,accessories,1,21.47,21.47,false
ORD-100322,2026-05-25,EMEA,email,outerwear,1,165.57,165.57,false
ORD-100323,2026-05-26,LATAM,organic,bags,1,74.37,74.37,true
ORD-100324,2026-05-26,NA,affiliate,accessories,1,23.46,23.46,false
ORD-100325,2026-05-26,NA,affiliate,accessories,2,33.63,67.26,false
ORD-100326,2026-05-26,NA,paid_search,accessories,1,26.51,26.51,false
ORD-100327,2026-05-26,EMEA,paid_search,footwear,1,75.16,75.16,false
ORD-100328,2026-05-26,APAC,email,bags,2,88.46,176.92,false
ORD-100329,2026-05-26,NA,organic,footwear,1,99.48,99.48,false
ORD-100330,2026-05-26,NA,affiliate,footwear,2,77.91,155.82,false
ORD-100331,2026-05-26,EMEA,affiliate,accessories,1,25.26,25.26,false
ORD-100332,2026-05-26,NA,paid_search,accessories,1,29.32,29.32,false
ORD-100333,2026-05-26,APAC,email,accessories,3,29.1,87.3,false
ORD-100334,2026-05-26,NA,organic,accessories,2,29.65,59.3,false
ORD-100335,2026-05-26,NA,organic,accessories,1,28.61,28.61,false
ORD-100336,2026-05-26,LATAM,organic,outerwear,1,128.91,128.91,false
ORD-100337,2026-05-26,EMEA,organic,accessories,1,35.38,35.38,false
ORD-100338,2026-05-26,EMEA,email,outerwear,1,184.6,184.6,false
ORD-100339,2026-05-27,APAC,paid_search,footwear,1,110.12,110.12,false
ORD-100340,2026-05-27,EMEA,paid_search,outerwear,1,174.68,174.68,false
ORD-100341,2026-05-27,APAC,email,accessories,2,28.11,56.22,false
ORD-100342,2026-05-27,NA,paid_search,bags,1,75.55,75.55,false
ORD-100343,2026-05-27,NA,affiliate,footwear,1,106.33,106.33,false
ORD-100344,2026-05-27,NA,organic,outerwear,1,185.71,185.71,false
ORD-100345,2026-05-27,NA,paid_search,bags,2,61.1,122.2,false
ORD-100346,2026-05-27,LATAM,organic,bags,2,49.25,98.5,false
ORD-100347,2026-05-27,NA,paid_search,accessories,1,24.53,24.53,false
ORD-100348,2026-05-27,NA,organic,footwear,2,82.29,164.58,false
ORD-100349,2026-05-27,EMEA,organic,accessories,1,26.58,26.58,false
ORD-100350,2026-05-27,NA,paid_search,bags,1,71.58,71.58,false
ORD-100351,2026-05-27,NA,affiliate,bags,1,64.04,64.04,false
ORD-100352,2026-05-27,NA,paid_search,footwear,1,69.54,69.54,false
ORD-100353,2026-05-27,NA,paid_search,outerwear,3,202.97,608.91,false
ORD-100354,2026-05-27,NA,organic,accessories,2,31.94,63.88,false
ORD-100355,2026-05-27,APAC,paid_search,footwear,2,92.36,184.72,false
ORD-100356,2026-05-28,EMEA,email,bags,2,71.05,142.1,false
ORD-100357,2026-05-28,NA,affiliate,bags,1,75.52,75.52,false
ORD-100358,2026-05-28,NA,paid_search,footwear,2,64.67,129.34,true
ORD-100359,2026-05-28,EMEA,organic,accessories,1,21.09,21.09,true
ORD-100360,2026-05-28,EMEA,organic,accessories,3,34.43,103.29,false
ORD-100361,2026-05-28,EMEA,organic,footwear,1,92.69,92.69,false
ORD-100362,2026-05-28,EMEA,organic,bags,2,74.8,149.6,false
ORD-100363,2026-05-28,EMEA,paid_search,accessories,1,23.43,23.43,false
ORD-100364,2026-05-28,EMEA,email,footwear,1,88.9,88.9,false
ORD-100365,2026-05-28,EMEA,affiliate,footwear,1,98.3,98.3,false
ORD-100366,2026-05-28,EMEA,paid_search,outerwear,1,196.7,196.7,false
ORD-100367,2026-05-28,NA,paid_search,bags,4,51.81,207.24,false
ORD-100368,2026-05-28,APAC,organic,bags,1,85.86,85.86,false
